,Unnamed: 0,Location,Ranking on list,Price class numeric,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexicansk,Steakhouse,City Area
1728,1728,"55.672146,12.55755",140.0,2,Øl & Brød,1655,0,0,0,0,0,0,0,0,0,kbh v
1729,1729,"55.674786,12.562201",139.0,1,Pho Hanoi,1606,0,0,0,0,0,0,0,0,0,kbh v
1730,1730,"55.67671,12.570774",138.0,1,District Tonkin,1460,0,0,0,0,0,0,0,0,0,kbh k
1731,1731,"55.677135,12.58137",135.0,2,Ved Stranden 10,1061,0,0,0,0,0,0,0,0,0,kbh k
1732,1732,"55.677654,12.578622",134.0,3,Krogs Fiskerestaurant,1202,0,0,1,0,0,0,0,0,0,kbh k
1733,1733,"55.69304,12.612353",133.0,2,Reffen,1432,0,0,0,0,0,1,0,0,0,kbh k
1734,1734,"55.665913,12.566111",132.0,2,Sticks'n'Sushi,1577,0,1,0,0,0,0,0,0,0,kbh v
1735,1735,"55.676212,12.574179",131.0,2,Restaurant Puk,1467,0,0,0,0,0,0,0,0,0,kbh k
1736,1736,"55.681232,12.589236",129.0,2,Nebbiolo Winebar,1255,0,0,0,0,0,1,0,0,0,kbh k
1737,1737,"55.67507,12.54693",128.0,99,Pizzeria Villanova,,1,0,0,0,0,0,0,0,0,andet
1738,1738,"55.67404,12.551963",128.0,2,Da Salvo,1610,1,0,0,0,0,1,0,0,0,kbh v
1739,1739,"55.684616,12.566585",127.0,2,Kalaset,1363,0,0,0,0,1,0,0,0,0,kbh k
1740,1740,"55.6811,12.584482",126.0,2,Frank,1104,0,0,0,0,0,0,0,0,0,kbh k
1741,1741,"55.672935,12.558831",125.0,2,Plectrum Vesterbro Restaurant,1620,0,0,0,0,0,0,0,0,0,kbh v
1742,1742,"55.67848,12.55462",123.0,99,Cafe Oum,1900,0,0,0,0,0,0,0,0,0,frb.
1743,1743,"55.678467,12.5818",123.0,2,Restaurant Maven,1067,0,0,0,0,0,0,0,0,0,kbh k
1744,1744,"55.678272,12.534002",122.0,99,Wedofood,1850,0,0,0,0,0,0,0,0,0,frb.
1745,1745,"55.682404,12.577117",121.0,2,Spaghetteria La Perla,1119,0,0,0,0,0,0,0,0,0,kbh k
1746,1746,"55.67034,12.53617",120.0,99,Pronto Pizza III,1800,0,0,0,0,0,0,0,0,0,frb.
1747,1747,"55.684166,12.610067",120.0,3,56°,1439,0,0,0,0,0,0,0,0,0,kbh k
1748,1748,"55.684475,12.587831",119.0,2,El Viejo Mexico,1264,0,0,0,0,0,0,0,1,0,kbh k
1749,1749,"55.679928,12.591563",118.0,2,Told&Snaps,,0,0,0,0,0,0,0,0,0,andet
1750,1750,"55.67934,12.592509",117.0,2,Kompasset,1051,0,0,0,0,0,0,0,0,0,kbh k
1751,1751,"55.67674,12.564756",116.0,3,Restaurant U Formel,1609,0,0,0,0,0,0,0,0,0,kbh v
1752,1752,"55.67565,12.592472",115.0,2,Christianshavns Færgecafé,1401,0,0,1,0,0,0,0,0,0,kbh k
1753,1753,"55.67919,12.51675",114.0,99,Bagelsringen,2000,0,0,0,0,0,0,1,0,0,frb.
1754,1754,"55.68558,12.5667",114.0,2,Halifax,1360,0,0,0,0,0,0,0,0,0,kbh k
1755,1755,"55.68303,12.5502",113.0,99,Sikhui,2000,0,0,0,0,0,0,0,0,0,frb.
1756,1756,"55.683544,12.587593",113.0,1,District Tonkin - Bánh Mí,1302,0,0,0,0,0,0,0,0,0,kbh k
1757,1757,"55.680115,12.575208",110.0,2,Flottenheimer,1159,0,0,0,0,1,0,0,0,0,kbh k
1758,1758,"55.676495,12.571272",109.0,2,Villa Vino,1460,0,0,0,0,0,0,0,0,0,kbh k
1759,1759,"55.687107,12.549084",107.0,2,Sidecar,2200,0,0,0,0,0,0,0,0,0,kbh n
1760,1760,"55.68141,12.531315",106.0,99,Joe & The Juice,3520,0,0,0,0,0,0,0,0,0,andet
1761,1761,"55.698338,12.593778",104.0,2,Restaurant Tio Marios,2100,1,0,0,0,0,1,0,0,0,kbh ø
1762,1762,"55.68156,12.52283",102.0,99,Hiko Pizza og Sandwich,2000,0,0,0,0,0,0,0,0,0,frb.
1763,1763,"55.671955,12.557751",102.0,2,Mikkeller Bar,1655,0,0,0,0,0,0,0,0,0,kbh v
1764,1764,"55.677628,12.574495",101.0,2,Restaurant Kronborg,1211,0,0,0,0,0,0,0,0,0,kbh k
1765,1765,"55.673824,12.573938",100.0,2,Restaurant Karla,1556,0,0,0,0,0,0,0,0,0,kbh v
1766,1766,"55.68182,12.54977",98.0,99,KaffeVærket,1879,0,0,0,0,0,0,0,0,0,frb.
1767,1767,"55.68259,12.575669",98.0,2,El Meson,1127,0,0,0,0,0,0,0,0,0,kbh k
1768,1768,"55.690056,12.574978",97.0,2,Aamanns Deli & Take Away,2100,0,0,0,0,0,0,0,0,0,kbh ø
1769,1769,"55.685116,12.567047",95.0,2,Slurp Ramen Joint,1366,0,0,0,0,0,0,0,0,0,kbh k
1770,1770,"55.679844,12.575675",94.0,2,Le Pave,1154,0,0,0,0,0,0,0,0,0,kbh k
1771,1771,"55.684326,12.566069",93.0,2,Sticks'n'Sushi,1366,0,0,1,0,0,0,0,0,0,kbh k
1772,1772,"55.68658,12.54028",92.0,99,Fusion Monkey,2000,0,0,0,0,0,0,0,0,0,frb.
1773,1773,"55.690468,12.61124",92.0,3,Amass,1432,0,0,0,0,0,0,0,0,0,kbh k
1774,1774,"55.6788,12.590855",91.0,3,Damindra,1054,0,1,0,0,0,0,0,0,0,kbh k
1775,1775,"55.683357,12.584706",90.0,2,Sticks'n'Sushi,1300,0,1,1,0,0,0,0,0,0,kbh k
1776,1776,"55.669716,12.554844",89.0,2,Sticks'n'Sushi,1650,0,1,0,0,0,0,0,0,0,kbh v
1777,1777,"55.68454,12.53222",88.0,1,Risteriet Coffee Frederiksberg,2000,0,0,0,0,0,0,0,0,0,frb.
1778,1778,"55.66907,12.558636",88.0,2,Fleisch,1716,0,0,0,0,0,0,0,0,0,kbh v
1779,1779,"55.678135,12.588968",87.0,3,Fuego,1057,0,0,0,0,0,0,0,0,1,kbh k
1780,1780,"55.67929,12.497423",86.0,2,Restaurant Hercegovina,2000,0,0,0,0,0,0,0,0,0,frb.
1781,1781,"55.67157,12.559303",84.0,2,Ristorante Buono,1654,0,0,0,0,0,1,0,0,0,kbh v
1782,1782,"55.67058,12.535531",83.0,3,Formel B,1800,0,0,0,0,0,0,0,0,0,frb.
1783,1783,"55.68854,12.52521",82.0,2,Hadis Café,2000,0,0,0,0,0,0,0,0,0,frb.
1784,1784,"55.683163,12.585317",82.0,3,Restaurant Koefoed,1301,0,0,0,0,0,0,0,0,0,kbh k
1785,1785,"55.671963,12.522225",81.0,2,Cafe Botanika,2000,0,0,0,0,0,0,0,0,0,frb.
1786,1786,"55.678185,12.569627",81.0,2,Halifax København K,1454,0,0,0,0,0,0,0,0,0,kbh k
1787,1787,"55.68615,12.53453",80.0,2,Non Solo Trattoria,2000,1,0,0,0,0,1,0,0,0,frb.
1788,1788,"55.679848,12.575983",80.0,2,simpleRAW,1154,0,0,0,0,0,0,0,0,0,kbh k
1789,1789,"55.67022,12.540435",79.0,3,Pony,1620,0,0,0,0,0,0,0,0,0,kbh v
1790,1790,"55.68712,12.531334",78.0,2,D'Taste,2000,0,0,0,0,0,0,0,0,0,frb.
1791,1791,"55.679573,12.568498",78.0,3,Restaurant Brace,1452,0,0,0,0,0,1,0,0,0,kbh k
1792,1792,"55.672287,12.590602",77.0,2,Asador,1414,0,0,0,0,0,0,0,0,1,kbh k
1793,1793,"55.681118,12.517592",76.0,2,Cafe Oha,2000,0,0,0,0,1,0,0,0,0,frb.
1794,1794,"55.678246,12.572392",76.0,2,Cafe Gl. Torv - Huset med det grønne træ,1457,0,0,0,0,0,0,0,0,0,kbh k
1795,1795,"55.65585,12.60989",75.0,2,Toto Vin & Spisebar,2300,0,0,0,0,0,0,0,0,0,kbh s
1796,1796,"55.68599,12.53617",74.0,99,Mors Køkken,2000,0,0,0,0,0,0,0,0,0,frb.
1797,1797,"55.68222,12.586586",74.0,2,Restaurant Palægade,1261,0,0,0,0,0,0,0,0,0,kbh k
1798,1798,"55.68648,12.587611",73.0,2,Black Swan,1300,0,0,0,0,0,0,0,0,0,kbh k
1799,1799,"55.68324,12.5892",72.0,3,Restaurant AOC,1302,0,0,0,0,0,0,0,0,0,kbh k
1800,1800,"55.67287,12.558201",71.0,2,RetroGusto,1620,0,0,0,0,0,1,0,0,0,kbh v
1801,1801,"55.68215,12.585653",70.0,3,Den Lille Fede Restaurant,1264,0,0,0,0,0,0,0,0,0,kbh k
1802,1802,"55.687878,12.561117",69.0,2,Ravnsborg Kitchen & Bar,2200,0,0,0,0,1,1,0,0,0,kbh n
1803,1803,"55.6803,12.575873",68.0,2,Aamanns 1921,1153,0,0,0,0,0,0,0,0,0,kbh k
1804,1804,"55.67876,12.52749",67.0,99,Bon Bon Ice,2000,0,0,0,0,0,0,0,0,0,frb.
1805,1805,"55.690094,12.57505",67.0,2,Aamanns Etablissement,2100,0,0,0,0,0,0,0,0,0,kbh ø
1806,1806,"55.673244,12.591508",66.0,3,Era Ora,1414,0,0,0,0,0,1,0,0,0,kbh k
1807,1807,"55.677387,12.537896",65.0,2,CORK Vinbar,1866,0,0,0,0,0,0,0,0,0,frb.
1808,1808,"55.667545,12.54769",64.0,2,Stempel - Bar & Kitchen,1670,0,0,0,0,1,0,0,0,0,kbh v
1809,1809,"55.673634,12.555206",63.0,2,Chez Bruno,1610,0,0,0,0,0,0,0,0,0,kbh v
1810,1810,"55.677498,12.582363",62.0,2,KöD København,1066,0,0,0,0,0,0,0,0,1,kbh k
1811,1811,"55.6704,12.595598",61.0,2,Restaurant Ravelinen,1400,0,0,0,0,0,0,0,0,0,kbh k
1812,1812,"55.681202,12.53187",60.0,99,Kanton 27,2000,0,0,0,0,0,0,0,0,0,frb.
1813,1813,"55.68213,12.58526",60.0,2,Khun Juk Oriental,,0,0,0,1,0,0,0,0,0,andet
1814,1814,"55.6813,12.583736",59.0,1,Palæ Bar,1104,0,0,0,0,0,0,0,0,0,kbh k
1815,1815,"55.6919,12.557358",58.0,3,Kiin Kiin,2200,0,0,0,1,0,0,0,0,0,kbh n
1816,1816,"55.67139,12.561472",57.0,2,BENTO Restaurant & Cocktail Bar,1653,0,0,0,0,0,0,0,0,0,kbh v
1817,1817,"55.685024,12.500991",56.0,2,Mudan Restaurant,2000,0,0,0,0,0,0,0,0,0,frb.
1818,1818,"55.685238,12.568355",56.0,2,Souls Nørreport,,0,0,0,0,0,0,0,0,0,andet
1819,1819,"55.665863,12.550308",55.0,2,Mad & Kaffe,1720,0,0,0,0,1,0,0,0,0,kbh v
1820,1820,"55.68112,12.55284",53.0,2,Kato Sushi,1970,0,0,0,0,0,0,0,0,0,frb.
1821,1821,"55.672188,12.588876",53.0,3,Kadeau,1408,0,0,0,0,0,0,0,0,0,kbh k
1822,1822,"55.678165,12.576488",52.0,2,Restaurant Tight,1207,0,0,0,0,0,0,0,0,0,kbh k
1823,1823,"55.68273,12.592147",51.0,2,Restaurant Amalie,1256,0,0,0,0,0,0,0,0,0,kbh k
1824,1824,"55.67449,12.533772",50.0,2,Olivers Oase,1820,0,0,0,0,1,0,0,0,0,frb.
1825,1825,"55.682747,12.575774",50.0,2,Restaurant Schoennemann,1127,0,0,0,0,0,0,0,0,0,kbh k
1826,1826,"55.673927,12.603153",49.0,1,Morgenstedet,1440,0,0,0,0,0,0,0,0,0,kbh k
1827,1827,"55.68002,12.54872",48.0,1,Apartment 38,1879,0,0,0,0,0,0,0,0,0,frb.
1828,1828,"55.6728,12.558157",48.0,2,KöD Vesterbro,1620,0,0,0,0,0,0,0,0,1,kbh v
1829,1829,"55.688744,12.524323",47.0,2,Sushi Factory,2000,0,0,0,0,0,0,0,0,0,frb.
1830,1830,"55.679707,12.575636",47.0,1,Sporvejen,1154,0,0,0,0,0,0,0,0,0,kbh k
1831,1831,"55.682026,12.554082",46.0,3,Restaurant Radio,,0,0,0,0,0,0,0,0,0,andet
1832,1832,"55.677998,12.576669",45.0,2,Frenchy,1207,0,0,0,0,1,0,0,0,0,kbh k
1833,1833,"55.677105,12.571456",44.0,1,Chao Viet Kitchen,1458,0,0,0,0,0,0,0,0,0,kbh k
1834,1834,"55.684452,12.554217",43.0,2,Temporada Tapasbodega,2000,0,0,0,0,0,0,0,0,0,frb.
1835,1835,"55.673985,12.591411",42.0,2,Sankt Annae 8,,0,0,0,0,0,0,0,0,0,andet
1836,1836,"55.689465,12.575",41.0,2,Restaurant Under Uret - Frokost,2100,0,0,0,0,0,0,0,0,0,kbh ø
1837,1837,"55.70341,12.547717",40.0,2,Restaurant Nepali Bhancha,1879,0,0,0,0,0,0,0,0,0,frb.
1838,1838,"55.686745,12.531778",39.0,2,Mad & Kaffe,2000,0,0,0,0,0,0,0,0,0,frb.
1839,1839,"55.6788,12.566957",38.0,3,Vaekst,1453,0,0,0,0,0,0,0,0,0,kbh k
1840,1840,"55.683228,12.566168",38.0,3,Höst,1364,0,0,0,0,0,0,0,0,0,kbh k
1841,1841,"55.67104,12.574041",37.0,3,L'Enoteca di Mr. Brunello Restaurant & Wine Shop,1564,0,0,0,0,0,1,0,0,0,kbh v
1842,1842,"55.67787,12.596145",36.0,3,Noma,1432,0,0,0,0,0,0,0,0,0,kbh k
1843,1843,"55.674156,12.537217",35.0,2,Hos Otto,1820,0,0,0,0,0,0,0,0,0,frb.
1844,1844,"55.677895,12.534863",34.0,2,Olioli,1850,0,0,0,0,0,0,0,0,0,frb.
1845,1845,"55.670685,12.555624",34.0,1,Madglad,1657,0,0,0,0,0,0,0,0,0,kbh v
1846,1846,"55.67888,12.584211",33.0,3,Kong Hans Kaelder,1070,0,0,0,0,0,0,0,0,0,kbh k
1847,1847,"55.683575,12.536806",32.0,2,Trattoria 54,2000,1,0,0,0,0,1,0,0,0,frb.
1848,1848,"55.671722,12.55859",32.0,2,Restaurant Cofoco,,0,0,0,0,0,0,0,0,0,andet
1849,1849,"55.70349,12.585388",31.0,2,Souls,2100,0,0,0,0,1,0,0,0,0,kbh ø
1850,1850,"55.687237,12.530319",30.0,1,Blaabjerg & Madsen - Frederiksberg,2000,0,0,0,0,0,0,0,0,0,frb.
1851,1851,"55.68335,12.57827",30.0,2,Restaurant Garden,1123,0,0,0,0,0,0,0,0,0,kbh k
1852,1852,"55.67762,12.533413",29.0,2,Ewalds,2000,0,0,0,0,1,0,0,0,0,frb.
1853,1853,"55.684223,12.585324",29.0,2,Ché Fè,1300,0,0,0,0,0,1,0,0,0,kbh k
1854,1854,"55.681705,12.583386",28.0,3,Restaurant Grønnegade,1107,0,0,1,0,0,0,0,0,0,kbh k
1855,1855,"55.678543,12.589863",27.0,2,Trattoria l’Alba,1057,0,0,1,0,0,1,0,0,0,kbh k
1856,1856,"55.688663,12.559759",26.0,2,Feed Bistro,2200,0,0,0,0,0,0,0,0,0,kbh n
1857,1857,"55.673717,12.589529",25.0,2,Goomi,1401,0,0,0,0,0,0,0,0,0,kbh k
1858,1858,"55.66791,12.548128",24.0,2,Café Patina,1668,0,0,0,0,0,0,0,0,0,kbh v
1859,1859,"55.6792,12.526037",22.0,2,La Bonne,2000,0,0,0,0,0,0,0,0,0,frb.
1860,1860,"55.67783,12.592299",22.0,3,Studio - The Standard,1058,0,0,0,0,0,0,0,0,0,kbh k
1861,1861,"55.683018,12.586555",21.0,2,The Red Box,1264,0,0,0,0,0,0,0,0,0,kbh k
1862,1862,"55.66416,12.545544",20.0,2,BODIL - et spisested,1720,0,0,0,0,0,0,0,0,0,kbh v
1863,1863,"55.68277,12.575768",19.0,2,Restaurant Schonnemann,1127,0,0,0,0,0,0,0,0,0,kbh k
1864,1864,"55.6848,12.540813",18.0,2,Famosi e Golosi,1958,0,0,0,0,0,1,0,0,0,frb.
1865,1865,"55.68388,12.58657",18.0,2,Basso København,1302,0,0,0,0,0,1,0,0,0,kbh k
1866,1866,"55.67444,12.550386",17.0,2,Carne Famo,1610,0,0,0,0,0,1,0,0,0,kbh v
1867,1867,"55.684696,12.568494",17.0,2,Trattoria SUD,1360,0,0,0,0,0,1,0,0,0,kbh k
1868,1868,"55.681232,12.584203",16.0,3,Restaurant leaven,1104,0,0,1,0,0,0,0,0,0,kbh k
1869,1869,"55.670746,12.532621",15.0,1,Made in Italy,1800,1,0,0,0,0,1,0,0,0,frb.
1870,1870,"55.67839,12.554656",14.0,2,Salon 39,1900,0,0,0,0,0,0,0,0,0,frb.
1871,1871,"55.677773,12.570244",14.0,2,Husmann's Vinstue,1454,0,0,0,0,0,0,0,0,0,kbh k
1872,1872,"55.687626,12.585126",13.0,3,Kokkeriet,1306,0,0,0,0,0,0,0,0,0,kbh k
1873,1873,"55.690052,12.559024",12.0,1,Banana Joe,2200,0,0,0,0,0,0,0,0,0,kbh n
1874,1874,"55.67917,12.5336",11.0,2,San Marco Junior,2000,0,0,0,0,0,1,0,0,0,frb.
1875,1875,"55.680313,12.521658",10.0,2,Sale é Pepe,2000,0,0,0,0,0,1,0,0,0,frb.
1876,1876,"55.677303,12.576991",10.0,3,Marv & Ben,1205,0,0,0,0,0,0,0,0,0,kbh k
1877,1877,"55.672024,12.555914",9.0,2,Bowl Market Copenhagen,1656,0,0,0,0,0,0,0,0,0,kbh v
1878,1878,"55.684692,12.588044",9.0,2,Café Komplet,1264,0,0,0,0,0,0,0,0,0,kbh k
1879,1879,"55.686302,12.534584",8.0,2,Mondän,2000,0,0,0,0,0,0,0,0,0,frb.
1880,1880,"55.7036,12.572",8.0,3,Geranium,,0,0,0,0,0,0,0,0,0,andet
1881,1881,"55.684685,12.537774",7.0,2,La Vita e Bella,2000,0,0,0,0,0,1,0,0,0,frb.
1882,1882,"55.67645,12.574973",6.0,1,Bastard Café,1466,0,0,0,0,1,0,0,0,0,kbh k
1883,1883,"55.686863,12.532243",6.0,2,Ristorante Da Claudio,2000,0,0,0,0,0,1,0,0,0,frb.
1884,1884,"55.67887,12.547882",5.0,2,Reinwald's,1879,0,0,0,0,0,0,0,0,0,frb.
1885,1885,"55.67911,12.512431",4.0,2,Cafe Lindevang,2000,0,0,0,0,0,0,0,0,0,frb.
1886,1886,"55.679256,12.524991",3.0,3,Frederiks Have,2000,0,0,0,0,0,0,0,0,0,frb.
1887,1887,"55.67468,12.530938",2.0,3,Mielcke & Hurtigkarl,2000,0,0,0,0,0,0,0,0,0,frb.
1888,1888,"55.670773,12.531963",1.0,2,Enomania,1800,0,0,0,0,0,1,0,0,0,frb.
1889,1889,"55.693504,12.608146",2130.0,2,Crispy Pig,1432,0,0,0,0,0,0,0,0,0,kbh k
1890,1890,"55.69312,12.6097",2051.0,2,Baobab,1432,0,0,0,0,0,0,0,0,0,kbh k
1891,1891,"55.644722,12.615",1965.0,2,Vi Viet,2300,0,0,0,0,0,0,0,0,0,kbh s
1892,1892,"55.71129,12.53013",1908.0,2,Il Paradiso,2400,1,0,0,0,0,0,0,0,0,valby
1893,1893,"55.67753,12.5799",1900.0,99,Legi Legi,,0,0,0,0,0,0,0,0,0,andet
1894,1894,"55.68275,12.57276",1881.0,99,Cous Cous,,0,0,0,0,0,0,0,0,0,andet
1895,1895,"55.66688,12.54686",1879.0,99,Ost deli,,0,0,0,0,0,0,0,0,0,andet
1896,1896,"55.69153,12.56056",1845.0,99,Café Baggården,2200,0,0,0,0,0,0,0,0,0,kbh n
1897,1897,"55.67044,12.55786",1843.0,99,Bedste kaffebar i kbh,,0,0,0,0,0,0,0,0,0,andet
1898,1898,"55.68473,12.54063",1839.0,99,New Tokyo Sushi,1958,0,0,0,0,0,0,0,0,0,frb.
1899,1899,"55.67819,12.57524",1829.0,99,Axolotl,1209,0,0,0,0,0,0,0,0,0,kbh k
1900,1900,"55.64973,12.59915",1827.0,99,Pizzeria Pepe,2300,0,0,0,0,0,0,0,0,0,kbh s
1901,1901,"55.70762,12.55136",1821.0,99,The Set,2100,0,0,0,0,0,0,0,0,0,kbh ø
1902,1902,"55.67748,12.53508",1808.0,99,Hermes Antik & Kaffebar,1850,0,0,0,0,0,0,0,0,0,frb.
1903,1903,"55.6795,12.59776",1805.0,99,India,1436,0,0,0,0,0,0,0,0,0,kbh k
1904,1904,"55.68868,12.56233",1804.0,99,Pizza Gallery Ravnsborggade,2200,0,0,0,0,0,0,0,0,0,kbh n
1905,1905,"55.66728,12.53508",1801.0,99,Bubbles,1799,0,0,0,0,0,0,0,0,0,kbh v
1906,1906,"55.68587,12.58922",1795.0,99,Smørrebrødsforretningen,1264,0,0,0,0,0,0,0,0,0,kbh k
1907,1907,"55.671295,12.544949",1794.0,99,OISHI Sushi,1620,0,0,0,0,0,0,0,0,0,kbh v
1908,1908,"55.66892,12.55201",1793.0,99,Byens Bogcafé,1650,0,0,0,0,0,0,0,0,0,kbh v
1909,1909,"55.666485,12.53942",1792.0,2,Café Vand og Brød ApS,1760,0,0,0,0,1,0,0,0,0,kbh v
1910,1910,"55.71546,12.578817",1788.0,99,Kaffehytten,2100,0,0,0,0,0,0,0,0,0,kbh ø
1911,1911,"55.672592,12.556231",1787.0,99,The Bagel Bite,1620,0,0,0,0,0,0,0,0,0,kbh v
1912,1912,"55.68241,12.57213",1786.0,99,Tampopo,1361,0,0,0,0,0,0,0,0,0,kbh k
1913,1913,"55.68302,12.5751",1784.0,99,Monastic,,0,0,0,0,0,0,0,0,0,andet
1914,1914,"55.667862,12.487126",1777.0,99,Cake Châlet,2500,0,0,0,0,1,0,0,0,0,valby
1915,1915,"55.715153,12.577248",1773.0,1,CCR Sunde Køkken,2100,0,0,0,0,0,0,1,0,0,kbh ø
1916,1916,"55.67868,12.569232",1772.0,2,Ciderbar,1457,0,0,0,0,0,0,0,0,0,kbh k
1917,1917,"55.6898,12.57321",1770.0,99,Nye Tider,1307,0,0,0,0,0,0,0,0,0,kbh k
1918,1918,"55.66176,12.60363",1766.0,1,Piccola Cosi,2300,0,0,0,0,0,1,0,0,0,kbh s
1919,1919,"55.68289,12.535569",1765.0,99,Coffee Licious,2000,0,0,0,0,1,0,0,0,0,frb.
1920,1920,"55.67885,12.57786",1763.0,99,The Bagel CO,1153,0,0,0,0,0,0,0,0,0,kbh k
1921,1921,"55.70551,12.576683",1761.0,99,Lins Sushi,2100,0,0,0,0,0,0,0,0,0,kbh ø
1922,1922,"55.70222,12.583",1758.0,99,Gastronomia Italiana,2100,0,0,0,0,0,0,0,0,0,kbh ø
1923,1923,"55.669487,12.545095",1753.0,2,Veneto Pizza,1751,0,0,0,0,0,1,0,0,0,kbh v
1924,1924,"55.66388,12.53632",1752.0,99,Lagkagehuset,1799,0,0,0,0,0,0,0,0,0,kbh v
1925,1925,"55.68512,12.5529",1751.0,99,CC Restaurant Sushi & Wok,2200,0,0,0,0,0,0,0,0,0,kbh n
1926,1926,"55.66317,12.542278",1748.0,99,The Rusty Jiggar,1705,0,0,0,0,0,0,0,0,0,kbh v
1927,1927,"55.69344,12.60804",1745.0,99,Street Polenta,1432,0,0,0,0,0,0,0,0,0,kbh k
1928,1928,"55.692062,12.567244",1744.0,99,Underwood Ink,2200,0,0,0,0,0,0,0,0,0,kbh n
1929,1929,"55.697067,12.525855",1739.0,2,Sala Thai Mad,2400,0,0,0,1,0,0,0,0,0,valby
1930,1930,"55.67141,12.54446",1734.0,99,Indian Tandoor Restaurant,1620,0,0,0,0,0,0,0,0,0,kbh v
1931,1931,"55.66762,12.54848",1732.0,99,Uden Ben,1650,0,0,0,0,0,0,0,0,0,kbh v
1932,1932,"55.67502,12.580593",1731.0,99,Den okologiske poles and,,0,0,0,0,0,0,0,0,0,andet
1933,1933,"55.67647,12.570988",1729.0,99,Grand Teatret,1460,0,0,0,0,1,0,0,0,0,kbh k
1934,1934,"55.67365,12.55942",1728.0,99,RaJuize,1615,0,0,0,0,0,0,0,0,0,kbh v
1935,1935,"55.6709,12.54346",1727.0,2,Wok Inside,1620,0,0,0,0,0,0,0,0,0,kbh v
1936,1936,"55.678814,12.567772",1725.0,2,Kosmos K,1453,0,0,0,0,0,0,0,0,0,kbh k
1937,1937,"55.666622,12.503759",1724.0,99,Limdim,,0,0,0,1,0,0,0,0,0,andet
1938,1938,"55.66518,12.59945",1723.0,99,Oishi Sushi,2300,0,0,0,0,0,0,0,0,0,kbh s
1939,1939,"55.69404,12.54959",1720.0,99,Minas Kaffebar,2200,0,0,0,0,0,0,0,0,0,kbh n
1940,1940,"55.6967,12.58112",1719.0,99,Yokoso Sushi,2100,0,0,0,0,0,0,0,0,0,kbh ø
1941,1941,"55.66459,12.60459",1718.0,99,Boheme Kaffebar,2300,0,0,0,0,1,0,0,0,0,kbh s
1942,1942,"55.70585,12.5782",1717.0,99,Tomasito - Cozy Coffee,2100,0,0,0,0,1,0,0,0,0,kbh ø
1943,1943,"55.69575,12.54389",1714.0,99,Cafe Lille Peter V.Sild - Per Krog,2400,0,0,0,0,0,0,0,0,0,valby
1944,1944,"55.699512,12.576757",1713.0,1,VACA - Trianglen,2100,0,0,0,0,0,0,0,1,0,kbh ø
1945,1945,"55.66022,12.63293",1711.0,99,LeLe Street Kitchen,2300,0,0,0,0,0,0,0,0,0,kbh s
1946,1946,"55.68189,12.58416",1710.0,99,Shawarma Huset,1123,0,0,0,0,0,0,0,0,0,kbh k
1947,1947,"55.673683,12.568147",1709.0,99,Ismejeriet Tivoli,,0,0,0,0,1,0,0,0,0,andet
1948,1948,"55.69751,12.5471",1708.0,99,Vestford Manor,2200,0,0,0,0,0,1,0,0,0,kbh n
1949,1949,"55.67538,12.5728",1707.0,2,Baggard 27,1468,0,0,0,0,0,0,0,0,0,kbh k
1950,1950,"55.69098,12.48071",1704.0,99,Tokyo Sushi,2720,0,1,0,0,0,0,0,0,0,andet
1951,1951,"55.679256,12.593479",1702.0,99,Kiin Kiin 71 omakase,1051,0,0,0,0,0,0,0,0,0,kbh k
1952,1952,"55.66599,12.57656",1701.0,2,LETZ SUSHI ISLANDS BRYGGE,2300,0,1,1,0,0,0,0,0,0,kbh s
1953,1953,"55.68176,12.58458",1700.0,99,Woodomi,1264,0,0,0,0,0,0,0,0,0,kbh k
1954,1954,"55.68774,12.54702",1699.0,99,Blaaregn,2200,0,0,0,0,0,0,0,0,0,kbh n
1955,1955,"55.69079,12.56479",1697.0,2,Dam Good Goodies,2200,0,0,0,0,0,0,0,0,0,kbh n
1956,1956,"55.69435,12.50979",1695.0,99,Katsura Sushi,2720,0,0,0,0,0,0,0,0,0,andet
1957,1957,"55.67379,12.55408",1694.0,99,Restaurant Kongen,1850,0,0,0,0,0,0,0,0,0,frb.
1958,1958,"55.68106,12.58041",1693.0,99,Garbanzo,1118,0,0,0,0,0,0,0,0,0,kbh k
1959,1959,"55.67502,12.59418",1692.0,2,Cafe Badklubben,1403,0,0,0,0,0,0,0,0,0,kbh k
1960,1960,"55.65836,12.60844",1691.0,99,Blue Raven,2300,0,0,0,0,0,0,0,0,0,kbh s
1961,1961,"55.66632,12.53934",1688.0,99,Asap Food,,0,0,0,0,0,0,0,0,0,andet
1962,1962,"55.66833,12.55685",1656.0,99,Unica,1700,0,0,0,0,0,0,0,0,0,kbh v
1963,1963,"55.68106,12.58041",1645.0,99,Tacos Chilangos,1118,0,0,0,0,0,0,0,1,0,kbh k
1964,1964,"55.66029,12.61349",1644.0,99,Sawaddee,2300,0,0,0,0,0,0,0,0,0,kbh s
1965,1965,"55.68183,12.55437",1629.0,99,Pizza Palads,,1,0,0,0,0,0,0,0,0,andet
1966,1966,"55.66646,12.54597",1621.0,99,Min nye kaffebar,1671,0,0,0,0,0,0,0,0,0,kbh v
